x1,x2,y
-5.720098387746171,2.6060479877235903,-1.0
8.310302367562976,-4.376382658686531,1.0
6.4931459974893,0.5115736734667475,1.0
-1.1061853282092766,8.649445914790242,1.0
-7.44207112614466,9.521769219929531,1.0
-5.246393647668109,3.9148989505720344,1.0
-3.646980372582931,3.874883613016527,1.0
-1.3466283075339742,-3.2020481955441626,-1.0
-5.947725345371113,7.780105702604001,1.0
3.8759907290099385,3.410151424932108,1.0
-8.858712464739838,-2.298101881287524,-1.0
-5.861597004798846,0.3799692593621806,-1.0
0.08736012361891632,-2.2200455529376573,-1.0
8.023416035418588,-5.480979227428828,1.0
9.504826839253337,-2.591857329985028,1.0
-3.0320585089010503,0.9918261797892551,-1.0
-0.22724787541395663,-3.62414825452114,-1.0
-0.9798507889434092,2.9033264487271957,1.0
-0.7030934197435492,-7.0488693829676,-1.0
9.19829355192185,8.632903919350017,1.0
2.355776825851251,-4.607119415369159,-1.0
6.63243264000932,1.181821018221756,1.0
8.483552121732753,-5.915453313131083,1.0
-6.83106115352232,-5.43834451322867,-1.0
-0.7440932079122966,-5.484123949707094,-1.0
-9.925244168464669,-3.1690749499824715,-1.0
-5.4349098661122985,8.358580214620744,1.0
-2.430509931868709,-0.3141837597266832,-1.0
1.8191504403816268,-6.116879403038455,-1.0
1.621345408348276,-3.9797579113000943,-1.0
-5.210849912870281,5.369760399168674,1.0
5.6410108104324035,8.738782271775737,1.0
-9.996799177675179,-1.4788600932343599,-1.0
7.033976439292356,3.0812323774646764,1.0
-7.056491241994749,1.9945264254440804,-1.0
-9.01330431131412,-6.19736366473245,-1.0
-1.1300107866866664,-5.041318200216816,-1.0
1.2287040885512095,0.739470596049367,1.0
-7.19791172984269,4.673790597095584,1.0
-7.665380486166116,0.12492879438051574,-1.0
-8.33371115526994,0.8735376787816698,-1.0
-5.472397459219673,7.240818632578996,1.0
6.616934044138315,-4.2255399881728035,1.0
-7.309762408694143,7.66035986190062,1.0
4.82990468761108,-5.096888828076478,-1.0
6.058071991598961,8.837435690690715,1.0
8.115448151027653,8.551999871353239,1.0
4.210677364665072,9.106711678404139,1.0
6.18418931104619,-5.259141587621459,1.0
9.869799628860275,2.86515386355687,1.0
4.807323926717608,3.9598809681658373,1.0
4.8532600186022545,-3.662037833745904,1.0
-8.45087519095966,-6.321201619271779,-1.0
0.703731379951563,2.6737716253784924,1.0
1.5053640277203542,6.90847859215755,1.0
-9.653845205227956,5.796569764452645,-1.0
-9.720227106454962,6.137323063636867,1.0
-6.090443747531939,-4.203500507439044,-1.0
9.601288580210085,4.607259719005434,1.0
-0.231767399531579,-6.033659019922474,-1.0
-5.581594368812375,-1.405563446801965,-1.0
-8.454210755036794,-0.13356954519736242,-1.0
-1.2918397754766016,-5.790783362384659,-1.0
-4.671503376393751,-4.015735171548451,-1.0
-7.916869642829518,-1.6579261478724057,-1.0
-1.1226498570235837,2.7592129939722483,1.0
-9.160054766569726,8.99429722199805,1.0
2.438285662211987,-3.739196195608427,-1.0
6.392051526319282,3.3701240018964107,1.0
1.3015633259697807,-0.11772991771651675,1.0
7.337225330190037,1.5206065610260069,1.0
4.83286535401561,8.719597389895558,1.0
-5.787761171303856,-8.170515422217042,-1.0
3.629167653411894,-5.251710072329874,-1.0
0.15963950008661598,6.029704047099575,1.0
2.7911070673763465,-0.1172327673236051,1.0
-0.48599690723612987,-4.428255482613476,-1.0
0.5990882700698741,-6.559935538772217,-1.0
-8.835961268109214,7.290374762127211,1.0
-8.963617162705349,-5.541120075732149,-1.0
4.219441620573283,-0.8953805359593794,1.0
-0.17667475994280757,-9.030621367585796,-1.0
4.604098346105745,8.183664188753486,1.0
-3.943393091057419,-4.639193345229449,-1.0
-2.2611454706242746,0.6049749929638963,1.0
-9.494399173064188,4.518987131047286,-1.0
-7.8015033855009115,-2.3396219625354897,-1.0
8.629485040044994,-7.497720064893292,1.0
-7.701948143595674,0.6259668929364146,-1.0
-0.6386173155242609,8.484333867260172,1.0
-7.055190283050202,1.5278514557668714,-1.0
3.8725430329961377,9.573757854523866,1.0
-2.1440739029595735,-0.5357245858529502,-1.0
-1.7960415051467251,9.668010399182116,1.0
-5.265875629736594,5.237116375142177,1.0
-0.659580700415269,7.612396794243949,1.0
7.972658700060137,9.6149005778773,1.0
-6.680725291206285,-0.3844741107658063,-1.0
3.338109477878131,-0.8184168997265058,1.0
-1.2012816043303722,-3.6479207397592877,-1.0
